PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,SOC_CODE,TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN
OH,0,Cross-industry,cross-industry,1235,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,29930,2.7,5.754,1.47,20.82,43300,18.3,38060
OH,0,Cross-industry,cross-industry,1235,51-9071.00,Jewelers and Precious Stone and Metal Workers,detailed,650,15.8,0.125,0.72,22.16,46090,22.42,46640
OH,0,Cross-industry,cross-industry,1235,51-9081.00,Dental Laboratory Technicians,detailed,970,12.7,0.187,0.77,21.79,45320,22.42,46640
OH,0,Cross-industry,cross-industry,1235,51-9082.00,Medical Appliance Technicians,detailed,640,22,0.123,1.13,18.76,39020,17.87,37180
OH,0,Cross-industry,cross-industry,1235,51-9083.00,Ophthalmic Laboratory Technicians,detailed,530,31.1,0.101,0.75,18.83,39160,16.65,34620
OH,0,Cross-industry,cross-industry,1235,51-9111.00,Packaging and Filling Machine Operators and Tenders,detailed,18180,3.1,3.496,1.37,18.32,38110,17.65,36710
OH,0,Cross-industry,cross-industry,1235,51-9123.00,"Painting, Coating, and Decorating Workers",detailed,380,11.8,0.074,0.88,18.65,38800,18.09,37630
OH,0,Cross-industry,cross-industry,1235,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,5800,4,1.115,1.08,20.6,42850,18.18,37810
OH,0,Cross-industry,cross-industry,1235,51-9151.00,Photographic Process Workers and Processing Machine Operators,detailed,80,24.3,0.015,0.36,18.82,39140,18.24,37930
OH,0,Cross-industry,cross-industry,1235,51-9161.00,Computer Numerically Controlled Tool Operators,detailed,10710,4.9,2.059,1.84,20.93,43530,19.19,39910
OH,0,Cross-industry,cross-industry,1235,51-9162.00,Computer Numerically Controlled Tool Programmers,detailed,1900,6.6,0.364,1.99,27.32,56820,27.68,57580
OH,0,Cross-industry,cross-industry,1235,51-9191.00,Adhesive Bonding Machine Operators and Tenders,detailed,1000,14.6,0.192,2.16,19.2,39930,18.15,37750
OH,0,Cross-industry,cross-industry,1235,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,430,16,0.083,0.86,18.73,38950,17.48,36360
OH,0,Cross-industry,cross-industry,1235,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,detailed,160,20.7,0.03,0.56,22.12,46000,22.81,47440
OH,0,Cross-industry,cross-industry,1235,51-9194.00,Etchers and Engravers,detailed,230,34.2,0.045,0.88,17.47,36330,17.95,37330
OH,0,Cross-industry,cross-industry,1235,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,2830,9.8,0.544,1.99,18.77,39040,18.06,37550
OH,0,Cross-industry,cross-industry,1235,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",detailed,5980,4.6,1.151,1.85,19.73,41050,18.35,38170
OH,0,Cross-industry,cross-industry,1235,51-9197.00,Tire Builders,detailed,510,3.3,0.098,0.8,18.61,38710,18.23,37920
OH,0,Cross-industry,cross-industry,1235,51-9198.00,Helpers--Production Workers,detailed,6410,4.4,1.233,0.86,17.04,35430,17.23,35840
OH,0,Cross-industry,cross-industry,1235,51-9199.00,"Production Workers, All Other",detailed,8100,6.1,1.557,1.07,18.34,38150,17.74,36910
OH,0,Cross-industry,cross-industry,1235,53-0000.00,Transportation and Material Moving Occupations,major,508580,0.8,97.785,1.09,18.91,39330,17.7,36810
OH,0,Cross-industry,cross-industry,1235,53-1041.00,Aircraft Cargo Handling Supervisors,detailed,120,13.5,0.024,0.39,33.56,69810,37.26,77500
OH,0,Cross-industry,cross-industry,1235,53-1047.00,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,23710,1.6,4.559,1.17,26.64,55410,23.73,49360
OH,0,Cross-industry,cross-industry,1235,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",detailed,1220,3.1,0.235,0.41,.,192710,.,201720
OH,0,Cross-industry,cross-industry,1235,53-2012.00,Commercial Pilots,detailed,2230,8,0.429,1.41,.,124370,.,119560
OH,0,Cross-industry,cross-industry,1235,53-2021.00,Air Traffic Controllers,detailed,710,4.7,0.136,0.9,61.61,128140,67.83,141090
OH,0,Cross-industry,cross-industry,1235,53-2022.00,Airfield Operations Specialists,detailed,180,9.6,0.035,0.39,28.73,59750,28.02,58280
OH,0,Cross-industry,cross-industry,1235,53-2031.00,Flight Attendants,detailed,940,2.4,0.18,0.26,.,61210,.,60360
OH,0,Cross-industry,cross-industry,1235,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,600,13.9,0.115,1.38,13.1,27240,13.43,27940
OH,0,Cross-industry,cross-industry,1235,53-3031.00,Driver/Sales Workers,detailed,35140,7.8,6.756,2,14.2,29530,11.62,24180
OH,0,Cross-industry,cross-industry,1235,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,detailed,86200,1.7,16.574,1.23,23.51,48900,23.17,48180
OH,0,Cross-industry,cross-industry,1235,53-3033.00,Light Truck Drivers,detailed,31790,3.6,6.113,0.85,20.12,41840,18,37440
OH,0,Cross-industry,cross-industry,1235,53-3051.00,"Bus Drivers, School",detailed,4360,11.7,0.838,0.33,18.38,38230,18.26,37990
OH,0,Cross-industry,cross-industry,1235,53-3052.00,"Bus Drivers, Transit and Intercity",detailed,6250,3.6,1.201,1.16,22.51,46830,23.37,48620
OH,0,Cross-industry,cross-industry,1235,53-3053.00,Shuttle Drivers and Chauffeurs,detailed,7310,6.1,1.406,1.13,13.23,27510,11.97,24900
OH,0,Cross-industry,cross-industry,1235,53-3054.00,Taxi Drivers,detailed,360,40.7,0.069,0.7,10.99,22850,10.97,22810
OH,0,Cross-industry,cross-industry,1235,53-3099.00,"Motor Vehicle Operators, All Other",detailed,950,26.4,0.182,0.53,15.51,32250,13.66,28420
OH,0,Cross-industry,cross-industry,1235,53-4011.00,Locomotive Engineers,detailed,850,1,0.164,0.59,35.88,74640,39.27,81680
OH,0,Cross-industry,cross-industry,1235,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,70,5.2,0.014,0.43,27.56,57320,25.45,52930
OH,0,Cross-industry,cross-industry,1235,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",detailed,520,6.5,0.1,0.87,28.38,59020,30.46,63360
OH,0,Cross-industry,cross-industry,1235,53-4031.00,Railroad Conductors and Yardmasters,detailed,1150,1,0.221,0.65,30.79,64040,30.22,62870
OH,0,Cross-industry,cross-industry,1235,53-5011.00,Sailors and Marine Oilers,detailed,250,15.5,0.048,0.25,25.08,52160,18.45,38380
OH,0,Cross-industry,cross-industry,1235,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",detailed,240,19.5,0.045,0.19,45.73,95110,36.35,75600
OH,0,Cross-industry,cross-industry,1235,53-6011.00,Bridge and Lock Tenders,detailed,200,39.5,0.039,1.36,23.17,48200,23.14,48140
OH,0,Cross-industry,cross-industry,1235,53-6021.00,Parking Attendants,detailed,2220,9.8,0.428,0.66,12.47,25930,11.54,24000
OH,0,Cross-industry,cross-industry,1235,53-6031.00,Automotive and Watercraft Service Attendants,detailed,3700,5.3,0.711,0.9,13.64,28380,13.7,28490
OH,0,Cross-industry,cross-industry,1235,53-6032.00,Aircraft Service Attendants,detailed,550,22.2,0.106,1.23,16.3,33900,14.42,30000
OH,0,Cross-industry,cross-industry,1235,53-6041.00,Traffic Technicians,detailed,110,9,0.021,0.37,28.18,58620,28.78,59860
OH,0,Cross-industry,cross-industry,1235,53-6051.00,Transportation Inspectors,detailed,510,2.7,0.097,0.55,37.46,77910,30.53,63500
OH,0,Cross-industry,cross-industry,1235,53-6061.00,Passenger Attendants,detailed,130,21.3,0.024,0.16,12.8,26630,11.76,24460
OH,0,Cross-industry,cross-industry,1235,53-6099.00,"Transportation Workers, All Other",detailed,70,41.6,0.013,0.13,21.68,45090,21.88,45510
OH,0,Cross-industry,cross-industry,1235,53-7011.00,Conveyor Operators and Tenders,detailed,1380,7.6,0.265,1.3,19.94,41480,22.28,46350
OH,0,Cross-industry,cross-industry,1235,53-7021.00,Crane and Tower Operators,detailed,1960,12.4,0.378,1.23,27.7,57610,23.74,49370
OH,0,Cross-industry,cross-industry,1235,53-7031.00,Dredge Operators,detailed,40,5.5,0.008,0.7,22.49,46780,23.1,48050
OH,0,Cross-industry,cross-industry,1235,53-7051.00,Industrial Truck and Tractor Operators,detailed,35010,2.4,6.732,1.25,19.6,40770,18.51,38500
OH,0,Cross-industry,cross-industry,1235,53-7061.00,Cleaners of Vehicles and Equipment,detailed,13820,4.7,2.657,1.06,14.68,30530,14.06,29240
OH,0,Cross-industry,cross-industry,1235,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,105130,1.9,20.213,1.04,16.75,34850,16.37,34050
OH,0,Cross-industry,cross-industry,1235,53-7063.00,Machine Feeders and Offbearers,detailed,2120,6.1,0.408,0.94,19.82,41230,20.86,43400
OH,0,Cross-industry,cross-industry,1235,53-7064.00,"Packers and Packagers, Hand",detailed,21070,5.6,4.05,0.97,14.73,30650,14.4,29940
OH,0,Cross-industry,cross-industry,1235,53-7065.00,Stockers and Order Fillers,detailed,107630,1.6,20.693,1.19,15.66,32570,14.39,29940
OH,0,Cross-industry,cross-industry,1235,53-7071.00,Gas Compressor and Gas Pumping Station Operators,detailed,200,25.5,0.039,1.88,38.57,80220,38.95,81010
OH,0,Cross-industry,cross-industry,1235,53-7072.00,"Pump Operators, Except Wellhead Pumpers",detailed,170,39.5,0.032,0.42,22.24,46270,23.33,48520
OH,0,Cross-industry,cross-industry,1235,53-7073.00,Wellhead Pumpers,detailed,270,21.7,0.053,0.46,17.57,36550,17.55,36490
OH,0,Cross-industry,cross-industry,1235,53-7081.00,Refuse and Recyclable Material Collectors,detailed,5780,6.1,1.11,1.24,19.78,41140,18.62,38730
OH,0,Cross-industry,cross-industry,1235,53-7121.00,"Tank Car, Truck, and Ship Loaders",detailed,1110,14,0.213,2.48,22.47,46740,21.75,45240
OH,0,Cross-industry,cross-industry,1235,53-7199.00,"Material Moving Workers, All Other",detailed,180,22.1,0.035,0.22,17.2,35770,17.33,36040
